Nmin analysed with method XXX at Wiesengut, ? AOL, unit: kg/ha;;;;;;;;;
;;;;;;;;;
;;;;;;;;;
Trial;sampling date;treatment ;plot ID;Formelcheck treatment;main crop;soil depth;Nmin kg/ha;data source;comment
trial C;2017-03-21;2;23;2;;45-75cm;4,477067432;;
trial C;2017-03-21;2;23;2;;75-105cm;3,098638436;;
trial C;2017-03-21;1;24;1;;0-30cm;10,09945946;;
trial C;2017-03-21;1;24;1;;30-45cm;2,817443005;;
trial C;2017-03-21;1;24;1;;45-75cm;3,24843071;;
trial C;2017-03-21;1;24;1;;75-105cm;2,000459085;;
;;;;;;;;;
trial C;2017-04-19;2;13;2;;0-30cm;34,54268655;Nmin 2017, Tabellenblatt sortiert Trial C;
trial C;2017-04-19;2;13;2;;30-45cm;8,641486903;;
trial C;2017-04-19;2;13;2;;45-75cm;7,632760859;;
trial C;2017-04-19;2;13;2;;75-105cm;5,627898305;;
trial C;2017-04-19;3;14;3;;0-30cm;22,29336453;;
trial C;2017-04-19;3;14;3;;30-45cm;10,7926531;;
trial C;2017-04-19;3;14;3;;45-75cm;10,25449714;;
trial C;2017-04-19;3;14;3;;75-105cm;8,76410076;;
trial C;2017-04-19;1;15;1;;0-30cm;34,60944533;;
trial C;2017-04-19;1;15;1;;30-45cm;13,64358762;;
trial C;2017-04-19;1;15;1;;45-75cm;12,45325508;;
trial C;2017-04-19;1;15;1;;75-105cm;8,286907078;;
trial C;2017-04-19;6;16;6;;0-30cm;34,87970023;;
trial C;2017-04-19;6;16;6;;30-45cm;11,55209408;;
trial C;2017-04-19;6;16;6;;45-75cm;10,85591733;;
trial C;2017-04-19;6;16;6;;75-105cm;7,775313559;;
trial C;2017-04-19;5;17;5;;0-30cm;27,04475562;;
trial C;2017-04-19;5;17;5;;30-45cm;7,519042145;;
trial C;2017-04-19;5;17;5;;45-75cm;6,663410351;;
trial C;2017-04-19;5;17;5;;75-105cm;8,500270104;;
trial C;2017-04-19;4;18;4;;0-30cm;32,08439098;;
trial C;2017-04-19;4;18;4;;30-45cm;9,578025641;;
trial C;2017-04-19;4;18;4;;45-75cm;8,724225776;;
trial C;2017-04-19;4;18;4;;75-105cm;5,78441958;;
trial C;2017-04-19;5;19;5;;0-30cm;26,06135966;;
trial C;2017-04-19;5;19;5;;30-45cm;8,108541865;;
trial C;2017-04-19;5;19;5;;45-75cm;8,341425212;;
trial C;2017-04-19;5;19;5;;75-105cm;4,904476744;;
trial C;2017-04-19;4;20;4;;0-30cm;30,22750329;;
trial C;2017-04-19;4;20;4;;30-45cm;9,332711593;;
trial C;2017-04-19;4;20;4;;45-75cm;9,771854965;;
trial C;2017-04-19;4;20;4;;75-105cm;8,60186014;;
trial C;2017-04-19;6;21;6;;0-30cm;31,5700066;;
trial C;2017-04-19;6;21;6;;30-45cm;11,07095486;;
trial C;2017-04-19;6;21;6;;45-75cm;12,825354;;
trial C;2017-04-19;6;21;6;;75-105cm;9,694796634;;
trial C;2017-04-19;3;22;3;;0-30cm;28,39502065;;
trial C;2017-04-19;3;22;3;;30-45cm;11,14046358;;
trial C;2017-04-19;3;22;3;;45-75cm;9,790416509;;
trial C;2017-04-19;3;22;3;;75-105cm;6,624064042;;
trial C;2017-04-19;2;23;2;;0-30cm;28,6498434;;
trial C;2017-04-19;2;23;2;;30-45cm;8,038041287;;
trial C;2017-04-19;2;23;2;;45-75cm;7,29038046;;
trial C;2017-04-19;2;23;2;;75-105cm;5,806411765;;
trial C;2017-04-19;1;24;1;;0-30cm;24,50934872;;
trial C;2017-04-19;1;24;1;;30-45cm;5,797352093;;
trial C;2017-04-19;1;24;1;;45-75cm;4,28843853;;
trial C;2017-04-19;1;24;1;;75-105cm;3,877745455;;
;;;;;;;;;
trial C;2017-05-16;2;13;2;;0-30cm;24,11017343;Nmin 2017, Tabellenblatt sortiert Trial C;
trial C;2017-05-16;2;13;2;;30-45cm;11,76436748;;
trial C;2017-05-16;2;13;2;;45-75cm;8,162314205;;
trial C;2017-05-16;2;13;2;;75-105cm;16,92760612;;
trial C;2017-05-16;3;14;3;;0-30cm;26,883665;;
trial C;2017-05-16;3;14;3;;30-45cm;12,2108789;;
trial C;2017-05-16;3;14;3;;45-75cm;8,671329545;;
trial C;2017-05-16;3;14;3;;75-105cm;7,179222326;;
trial C;2017-05-16;1;15;1;;0-30cm;21,44115832;;
trial C;2017-05-16;1;15;1;;30-45cm;14,67121055;;
trial C;2017-05-16;1;15;1;;45-75cm;7,520222643;;
trial C;2017-05-16;1;15;1;;75-105cm;3,525423729;;
trial C;2017-05-16;6;16;6;;0-30cm;34,58017749;;
trial C;2017-05-16;6;16;6;;30-45cm;13,53135436;;
trial C;2017-05-16;6;16;6;;45-75cm;12,49179261;;
trial C;2017-05-16;6;16;6;;75-105cm;7,967205925;;
trial C;2017-05-16;5;17;5;;0-30cm;28,25868802;;
trial C;2017-05-16;5;17;5;;30-45cm;11,66991781;;
trial C;2017-05-16;5;17;5;;45-75cm;8,087371728;;
trial C;2017-05-16;5;17;5;;75-105cm;7,066525424;;
trial C;2017-05-16;4;18;4;;0-30cm;30,02545455;;
trial C;2017-05-16;4;18;4;;30-45cm;10,44937127;;
trial C;2017-05-16;4;18;4;;45-75cm;21,21801393;;
trial C;2017-05-16;4;18;4;;75-105cm;10,0182087;;
trial C;2017-05-16;5;19;5;;0-30cm;29,24762791;;
trial C;2017-05-16;5;19;5;;30-45cm;6,670556734;;
trial C;2017-05-16;5;19;5;;45-75cm;2,339805085;;
trial C;2017-05-16;5;19;5;;75-105cm;1,069540769;;
trial C;2017-05-16;4;20;4;;0-30cm;27,57177887;;
trial C;2017-05-16;4;20;4;;30-45cm;12,054242;;
trial C;2017-05-16;4;20;4;;45-75cm;13,45234043;;
trial C;2017-05-16;4;20;4;;75-105cm;8,437942416;;
trial C;2017-05-16;6;21;6;;0-30cm;32,56580672;;
trial C;2017-05-16;6;21;6;;30-45cm;13,49464306;;
trial C;2017-05-16;6;21;6;;45-75cm;14,87067327;;
trial C;2017-05-16;6;21;6;;75-105cm;7,778977695;;
trial C;2017-05-16;3;22;3;;0-30cm;24,92441105;;
trial C;2017-05-16;3;22;3;;30-45cm;7,068920536;;
trial C;2017-05-16;3;22;3;;45-75cm;4,333777778;;
trial C;2017-05-16;3;22;3;;75-105cm;2,559254141;;
trial C;2017-05-16;2;23;2;;0-30cm;29,9622775;;
trial C;2017-05-16;2;23;2;;30-45cm;10,34666094;;
trial C;2017-05-16;2;23;2;;45-75cm;6,683469754;;
trial C;2017-05-16;2;23;2;;75-105cm;3,688495082;;
trial C;2017-05-16;1;24;1;;0-30cm;28,21201945;;
trial C;2017-05-16;1;24;1;;30-45cm;6,207655853;;
trial C;2017-05-16;1;24;1;;45-75cm;1,859827338;;
trial C;2017-05-16;1;24;1;;75-105cm;1,30763127;;
;;;;;;;;;
trial C;2017-06-12;2;13;2;;0-30cm;10,13169272;Nmin 2017, Tabellenblatt sortiert Trial C;
trial C;2017-06-12;2;13;2;;30-45cm;3,411662168;;
trial C;2017-06-12;2;13;2;;45-75cm;1,201672922;;
trial C;2017-06-12;2;13;2;;75-105cm;7,051733766;;
trial C;2017-06-12;3;14;3;;0-30cm;9,924504563;;
trial C;2017-06-12;3;14;3;;30-45cm;2,818724739;;
trial C;2017-06-12;3;14;3;;45-75cm;2,036883978;;
trial C;2017-06-12;3;14;3;;75-105cm;5,581752212;;
trial C;2017-06-12;1;15;1;;0-30cm;10,43729884;;
trial C;2017-06-12;1;15;1;;30-45cm;3,968436277;;
trial C;2017-06-12;1;15;1;;45-75cm;4,620414908;;
trial C;2017-06-12;1;15;1;;75-105cm;5,282808511;;
trial C;2017-06-12;6;16;6;;0-30cm;7,577141357;;
trial C;2017-06-12;6;16;6;;30-45cm;1,400211755;;
trial C;2017-06-12;6;16;6;;45-75cm;2,199288703;;
trial C;2017-06-12;6;16;6;;75-105cm;5,281324424;;
trial C;2017-06-12;5;17;5;;0-30cm;8,529343373;;
trial C;2017-06-12;5;17;5;;30-45cm;2,217993824;;
trial C;2017-06-12;5;17;5;;45-75cm;2,944595568;;
trial C;2017-06-12;5;17;5;;75-105cm;4,893065753;;
trial C;2017-06-12;4;18;4;;0-30cm;3,081665913;;
trial C;2017-06-12;4;18;4;;30-45cm;1,758515625;;
trial C;2017-06-12;4;18;4;;45-75cm;9,358363636;;
trial C;2017-06-12;4;18;4;;75-105cm;5,765250658;;
trial C;2017-06-12;5;19;5;;0-30cm;7,45506408;;
trial C;2017-06-12;5;19;5;;30-45cm;2,696275862;;
trial C;2017-06-12;5;19;5;;45-75cm;2,910839216;;
trial C;2017-06-12;5;19;5;;75-105cm;5,169280335;;
trial C;2017-06-12;4;20;4;;0-30cm;6,934927637;;
trial C;2017-06-12;4;20;4;;30-45cm;2,60768206;;
trial C;2017-06-12;4;20;4;;45-75cm;4,035818182;;
trial C;2017-06-12;4;20;4;;75-105cm;6,1313297;;
trial C;2017-06-12;6;21;6;;0-30cm;8,09783018;;
trial C;2017-06-12;6;21;6;;30-45cm;1,8073125;;
trial C;2017-06-12;6;21;6;;45-75cm;2,197390909;;
trial C;2017-06-12;6;21;6;;75-105cm;5,41508982;;
trial C;2017-06-12;3;22;3;;0-30cm;8,173162318;;
trial C;2017-06-12;3;22;3;;30-45cm;1,656282916;;
trial C;2017-06-12;3;22;3;;45-75cm;3,465033787;;
trial C;2017-06-12;3;22;3;;75-105cm;4,934605263;;
trial C;2017-06-12;2;23;2;;0-30cm;8,513913005;;
trial C;2017-06-12;2;23;2;;30-45cm;1,980635979;;
trial C;2017-06-12;2;23;2;;45-75cm;3,424731525;;
trial C;2017-06-12;2;23;2;;75-105cm;10,19923836;;
trial C;2017-06-12;1;24;1;;0-30cm;7,833006593;;
trial C;2017-06-12;1;24;1;;30-45cm;1,494786798;;
trial C;2017-06-12;1;24;1;;45-75cm;2,637328767;;
trial C;2017-06-12;1;24;1;;75-105cm;3,258115016;;
;;;;;;;;;
trial C;2017-07-13;2;13;2;;0-30cm;11,18551026;Nmin 2017, Tabellenblatt sortiert Trial C;
trial C;2017-07-13;2;13;2;;30-45cm;1,324880942;;
trial C;2017-07-13;2;13;2;;45-75cm;3,177541978;;
trial C;2017-07-13;2;13;2;;75-105cm;2,296286928;;
trial C;2017-07-13;3;14;3;;0-30cm;13,21826499;;
trial C;2017-07-13;3;14;3;;30-45cm;2,010227848;;
trial C;2017-07-13;3;14;3;;45-75cm;2,515447107;;
trial C;2017-07-13;3;14;3;;75-105cm;3,277118919;;
trial C;2017-07-13;1;15;1;;0-30cm;13,63291725;;
trial C;2017-07-13;1;15;1;;30-45cm;4,090153846;;
trial C;2017-07-13;1;15;1;;45-75cm;3,527851304;;
trial C;2017-07-13;1;15;1;;75-105cm;3,401890934;;
trial C;2017-07-13;6;16;6;;0-30cm;17,39384755;;
trial C;2017-07-13;6;16;6;;30-45cm;2,216223938;;
trial C;2017-07-13;6;16;6;;45-75cm;1,688086607;;
trial C;2017-07-13;6;16;6;;75-105cm;2,437662716;;
trial C;2017-07-13;5;17;5;;0-30cm;13,27028256;;
trial C;2017-07-13;5;17;5;;30-45cm;3,160097044;;
trial C;2017-07-13;5;17;5;;45-75cm;1,813616831;;
trial C;2017-07-13;5;17;5;;75-105cm;2,331941722;;
trial C;2017-07-13;4;18;4;;0-30cm;11,99834497;;
trial C;2017-07-13;4;18;4;;30-45cm;3,068917024;;
trial C;2017-07-13;4;18;4;;45-75cm;5,092126158;;
trial C;2017-07-13;4;18;4;;75-105cm;2,454797003;;
trial C;2017-07-13;5;19;5;;0-30cm;13,83982941;;
trial C;2017-07-13;5;19;5;;30-45cm;3,870497409;;
trial C;2017-07-13;5;19;5;;45-75cm;5,530029851;;
trial C;2017-07-13;5;19;5;;75-105cm;3,938411215;;
trial C;2017-07-13;4;20;4;;0-30cm;9,816850995;;
trial C;2017-07-13;4;20;4;;30-45cm;3,034734375;;
trial C;2017-07-13;4;20;4;;45-75cm;2,599315508;;
trial C;2017-07-13;4;20;4;;75-105cm;3,643056063;;
trial C;2017-07-13;6;21;6;;0-30cm;12,21870111;;
trial C;2017-07-13;6;21;6;;30-45cm;2,702337662;;
trial C;2017-07-13;6;21;6;;45-75cm;1,365028375;;
trial C;2017-07-13;6;21;6;;75-105cm;2,12011583;;
trial C;2017-07-13;3;22;3;;0-30cm;10,1972312;;
trial C;2017-07-13;3;22;3;;30-45cm;3,399725318;;
trial C;2017-07-13;3;22;3;;45-75cm;2,592598906;;
trial C;2017-07-13;3;22;3;;75-105cm;3,629489362;;
trial C;2017-07-13;2;23;2;;0-30cm;9,611236117;;
trial C;2017-07-13;2;23;2;;30-45cm;2,936229322;;
trial C;2017-07-13;2;23;2;;45-75cm;3,178105621;;
trial C;2017-07-13;2;23;2;;75-105cm;3,463442838;;
trial C;2017-07-13;1;24;1;;0-30cm;13,99783631;;
trial C;2017-07-13;1;24;1;;30-45cm;3,34928456;;
trial C;2017-07-13;1;24;1;;45-75cm;2,823393554;;
trial C;2017-07-13;1;24;1;;75-105cm;4,260598411;;
